posture,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
Prone,-0.12,-0.06,-1,2.93,0.61,2.87,-24.17,-5.21,56.19
Prone,-0.16,0.16,-0.99,12.94,-3.91,33.2,-7.71,-14.14,52.21
Prone,0.06,0.23,-1,-13,-7.08,67.87,-11.32,-12.46,52.75
Prone,0.08,0.28,-0.99,-7.45,-7.2,67.57,-11.32,-12.46,52.75
Prone,-0.06,-0.04,-1.02,5.37,1.28,-6.29,-11.96,-12.46,52.12
Prone,-0.03,0.06,-1.11,0.31,3.48,-15.5,-9.3,-13.66,51.99
Prone,-0.05,0.17,-1.03,23.32,-18.37,-7.32,-9.3,-13.66,51.99
Prone,-0.02,0.17,-0.91,22.03,-15.75,-30.58,-8.59,-14.33,52.29
Prone,-0.02,0.2,-0.91,10.07,-5.43,-16.78,-8.59,-14.33,52.29
Prone,-0.06,0.32,-1,-18.55,18.92,-2.38,-8.75,-14.31,52.5
Prone,-0.04,0.31,-1.01,-14.34,15.99,-10.01,-8.75,-14.31,52.5
Prone,0.05,0.13,-0.95,-4.64,7.63,-19.96,-8.85,-13.75,52.72
Prone,-0.16,0.2,-0.99,-1.77,6.16,-39.12,-6.95,-13.72,51.71
Prone,-0.13,0.21,-0.99,-2.87,10.99,-66.77,-6.95,-13.72,51.71
Prone,0.08,0.17,-0.99,-3.36,10.44,-65.19,-2.62,-14.5,52.44
Prone,0.12,0.22,-0.99,-2.99,9.22,-55.91,-2.62,-14.5,52.44
Prone,0.15,0.23,-1,-4.7,6.59,-41.69,-2.62,-14.5,52.44
Prone,0.1,0.22,-0.99,-12.27,3.91,-22.95,-1.35,-14.04,52.05
Prone,-0.16,0.02,-1,-0.18,2.56,-14.16,-1.15,-13.48,53.67
Prone,-0.09,0.3,-0.97,-3.91,3.3,-31.92,1.82,-13.96,52.62
Prone,-0.18,0.28,-0.98,-19.78,4.52,-49.8,7.34,-10.31,55.2
Prone,-0.12,0.28,-0.98,-12.45,3.48,-33.87,7.34,-10.31,55.2
Prone,-0.14,0.17,-0.98,24.29,10.31,-82.15,9.31,-10.61,55.29
Prone,-0.09,-0.07,-1.02,8.42,10.99,-82.03,11.13,-10.5,52.83
Prone,-0.08,-0.12,-1.03,4.46,11.96,-86.98,11.13,-10.5,52.83
Prone,0.04,0.2,-1,-5.25,8.48,-53.22,12.5,-9.36,53.37
Prone,0.01,0.24,-0.99,-5.74,9.22,-59.57,12.5,-9.36,53.37
Prone,-0.04,0.28,-0.98,-0.92,6.47,-38.33,13.65,-8.3,54.46
Prone,-0.04,0.08,-1.04,90.94,9.28,15.87,17.87,9.14,56.07
Prone,0.11,-0.1,-0.92,115.36,23.74,18.19,17.87,9.14,56.07
Prone,0.02,0.21,-1.04,3.48,-17.15,-12.08,17.18,6.09,56.45
Prone,0.05,0.21,-1.04,-0.43,0.92,-11.84,17.18,6.09,56.45
Prone,-0.14,0.19,-0.99,-5.8,8.85,-54.57,16.15,13.31,56.12
Prone,-0.15,0.01,-1,-28.26,-5.19,87.52,12.05,-5.87,55.74
Prone,-0.14,0.34,-0.98,18.01,-2.2,26.18,8.97,-9.39,55.53
Prone,-0.14,0.34,-0.99,18.68,-0.67,10.31,8.97,-9.39,55.53
Prone,-0.04,0.29,-0.98,9.58,3.3,-20.02,9.11,-10.63,53.34
Prone,-0.08,0.3,-0.98,2.69,-0.31,9.7,9.39,-9.52,55.47
Prone,-0.06,0.28,-0.99,22.83,-1.83,24.78,9.39,-9.52,55.47
Prone,0.02,0.07,-1.06,-33.57,-0.12,-27.71,9.23,-10.24,54.6
Prone,0.07,0.13,-1.03,-22.52,4.46,-26.73,9.23,-10.24,54.6
Prone,0,0.02,-0.99,-27.4,-2.93,28.99,8.01,-8.06,56.14
Prone,0.03,0.12,-0.97,-18.98,-18.74,29.17,8.01,-8.06,56.14
Prone,-0.08,0.32,-1.01,0.79,-11.41,15.14,8.01,-8.06,56.14
Prone,-0.12,0.06,-1.06,-0.24,0.67,0.49,8.31,-9.45,55.85
Prone,-0.14,0.1,-1.09,-2.08,1.4,1.89,8.31,-9.45,55.85
Prone,-0.13,0.09,-1.08,-2.32,4.7,1.59,8.31,-9.45,55.85
Prone,-0.09,0.06,-1.07,-2.38,9.77,4.09,8.31,-9.45,55.85
Prone,-0.08,0.04,-1.07,-5.07,12.15,9.52,8.31,-9.45,55.85
Prone,-0.07,0.04,-1.06,-8.48,11.23,16.05,7.79,-9.79,54.96
Prone,-0.07,0.08,-1.05,-10.19,12.33,16.17,7.79,-9.79,54.96
Prone,-0.04,0.06,-1.05,-1.4,11.84,-2.14,7.37,-9.64,54.86
Prone,-0.01,0.03,-0.99,-2.44,3.42,0.55,6.88,-8.17,56.16
Prone,0,0.01,-0.98,-2.69,2.75,0.73,6.67,-8.26,57.15
Prone,-0.01,0.02,-0.97,-3.42,-0.06,2.56,6.67,-8.26,57.15
Prone,-0.01,0.02,-0.98,-3.6,-2.01,2.75,6.67,-8.26,57.15
Prone,-0.03,0.03,-0.97,-3.6,-3.05,2.87,6.67,-8.26,57.15
Prone,-0.05,0.01,-0.96,0.67,0.06,5.31,7.07,-7.89,56.93
Prone,-0.02,-0.02,-0.98,2.81,7.02,13.49,9.31,-7.68,58.47
Prone,-0.01,-0.02,-0.96,0.73,4.46,8.48,6.84,-7.68,58.47
Prone,-0.01,-0.01,-0.97,-1.04,3.05,8.67,6.84,-7.68,58.47
Prone,-0.02,0,-0.97,-2.75,1.89,10.38,6.84,-7.68,58.47
Prone,-0.03,0.02,-0.97,-4.15,1.16,12.76,6.03,-8,57.28
Prone,-0.06,0.06,-0.96,1.4,1.71,15.63,6.03,-8,57.28
Prone,-0.03,0.02,-0.93,5.37,2.01,15.08,5.91,-7.07,57.32
Prone,-0.03,0,-0.92,5.68,-0.06,16.11,5.91,-7.07,57.32
Prone,-0.07,-0.01,-0.91,1.22,-8.06,18.25,5.91,-7.07,57.32
Prone,-0.09,-0.01,-0.92,1.22,-8.06,18.49,6.63,-7.4,58.14
Prone,-0.12,0,-0.93,-0.43,-9.64,18.49,6.63,-7.4,58.14
Prone,-0.13,-0.01,-0.93,-2.14,-9.95,18.98,6.63,-7.4,58.14
Prone,-0.12,0,-0.95,-6.59,-8.24,22.03,6.63,-7.4,58.14
Prone,-0.11,0.01,-0.95,-7.51,-7.45,22.03,6.4,-6.42,58.42
Prone,-0.1,0.01,-0.96,-8.3,-7.57,21.06,6.4,-6.42,58.42
Prone,-0.08,0.02,-0.96,-8.48,-7.93,19.71,6.4,-6.42,58.42
Prone,-0.06,0.01,-0.96,-7.63,-7.87,18.19,6.4,-6.42,58.42
Prone,-0.03,0,-0.95,-7.2,-10.8,18.13,6.4,-6.42,58.42
Prone,-0.04,0.01,-0.94,-6.96,-13.85,19.23,6.4,-6.42,58.89
Prone,-0.06,0.01,-0.94,-6.59,-16.54,19.96,6.42,-6.92,58.89
Prone,-0.09,0.02,-0.95,-5.92,-18.74,19.96,6.42,-6.92,58.89
Prone,-0.14,0.02,-0.96,-4.52,-17.82,17.94,6.42,-6.92,58.89
Prone,-0.15,0.02,-0.96,-4.03,-17.82,17.94,6.42,-6.92,58.89
Prone,-0.15,0,-0.96,-3.91,-15.75,17.52,7.37,-6.76,57.45
Prone,-0.15,-0.01,-0.95,-4.15,-12.88,17.15,7.37,-6.76,57.45
Prone,-0.13,-0.05,-0.94,-6.71,-7.75,18.01,7.37,-6.76,57.45
Prone,-0.12,-0.05,-0.93,-8.42,-6.35,19.1,7.37,-6.76,57.45
Prone,-0.11,-0.05,-0.93,-10.01,-5.37,19.29,7.37,-6.76,57.45
Prone,-0.1,-0.05,-0.94,-11.54,-6.04,18.8,6.9,-6.19,57.21
Prone,-0.1,-0.04,-0.94,-12.63,-7.45,17.7,6.9,-6.19,57.21
Prone,-0.11,-0.02,-0.96,-13.49,-8.85,17.15,6.9,-6.19,57.21
Prone,-0.1,-0.02,-0.97,-11.29,-8.18,10.74,8.02,-5.22,57.98
Prone,-0.06,-0.05,-1.04,-4.33,6.53,-1.16,7.91,-3.47,59.45
Prone,-0.09,-0.05,-1.05,-4.21,6.59,-0.43,7.74,-3.77,60.28
Prone,-0.1,-0.05,-1.05,-4.15,8.18,0.98,7.74,-3.77,60.28
Prone,-0.02,-0.06,-1.03,-3.23,13.92,1.89,6.67,-2.94,58.41
Prone,-0.05,-0.04,-1.05,0.67,9.34,8.42,5.94,-2.56,59.18
Prone,-0.01,-0.06,-1.04,3.85,11.54,10.01,5.94,-2.56,59.18
Prone,0.03,-0.08,-1.04,-0.49,-4.7,2.87,5.98,-2.78,59
Prone,0,-0.07,-1.06,-0.06,-9.09,0.67,5.98,-2.78,59
Prone,-0.04,-0.06,-1.08,0.61,-12.76,-0.37,5.98,-2.78,59
Prone,-0.06,-0.06,-1.09,1.46,-13.55,-0.67,5.71,-2.82,59.89
Prone,-0.07,-0.07,-1.09,2.81,-11.23,-0.92,5.71,-2.82,59.89
Prone,-0.03,-0.14,-1.03,1.59,-0.43,4.39,5.71,-2.82,59.89
Prone,0.03,-0.09,-1.02,-7.45,0.06,10.8,6.26,-3.22,59.53
Prone,0.01,-0.06,-1.04,-4.39,-8.54,1.34,6.48,-2.86,57.53
Prone,0,-0.05,-1.05,-2.69,-10.01,-2.62,6.48,-2.86,57.53
Prone,-0.04,-0.03,-1.06,-0.49,-10.68,1.4,6.48,-2.86,57.53
Prone,-0.05,-0.08,-1.04,6.1,-5.86,7.87,7.09,-2.59,59.33
Prone,-0.12,-0.08,-1.03,-1.77,-7.26,6.41,7.3,-2.6,57.91
Prone,-0.09,-0.08,-1.02,-2.69,-1.77,9.22,8.34,-3.15,57.67
Prone,-0.02,-0.12,-0.97,-2.69,-2.08,0.98,8.23,-2.95,56.82
Prone,-0.08,-0.04,-1.05,2.99,-0.55,-6.9,8.68,-3.08,57.17
Prone,-0.07,-0.04,-1.05,3.85,2.38,-5.43,8.68,-3.08,57.17
Prone,-0.04,-0.02,-1.05,7.75,9.58,-0.49,8.67,-3.23,56.8
Prone,0,-0.07,-1.03,10.74,4.03,-3.54,8.08,-3.44,55.25
Prone,-0.06,-0.01,-1.05,12.08,4.33,-3.6,8.08,-3.44,55.25
Prone,-0.05,0.01,-1.06,15.38,9.46,0.73,8.04,-3.87,55.71
Prone,-0.01,0,-1.08,17.94,10.44,2.93,8.04,-3.87,55.71
Prone,0.03,-0.06,-1.04,20.63,9.09,2.56,8.04,-3.87,55.71
Prone,-0.01,-0.09,-0.99,5.74,-0.24,1.04,7.62,-4.24,55.22
Prone,-0.05,0.13,-1.1,-0.18,-12.02,2.5,7.12,-4.02,54.71
Prone,-0.12,0.26,-1.09,6.29,-25.7,2.56,7.12,-4.02,54.71
Prone,-0.06,0.12,-0.86,23.19,13.37,13.37,4.83,-7.63,53.03
Prone,-0.02,0.23,-1,1.71,-3.3,15.69,3.66,-9.22,50.66
Prone,-0.04,0.39,-0.96,3.05,-6.9,58.04,-0.06,-10.41,49.96
Prone,-0.06,0.26,-1,0.55,-5.98,51.76,-4.37,-9.99,51.06
Prone,-0.09,0.33,-0.97,2.75,-5,43.58,-5.91,-10.33,50.76
Prone,-0.11,0.28,-1,6.35,-3.72,37.11,-5.91,-10.33,50.76
Prone,-0.06,0.36,-0.98,0.73,-3.72,43.46,-6.69,-10.25,50.74
Prone,-0.06,0.45,-0.96,4.82,-3.11,37.54,-6.69,-10.25,50.74
Prone,-0.13,0.32,-0.98,2.62,-3.97,36.13,-9.85,-9.58,50.77
Prone,-0.08,0.27,-0.98,-0.12,-3.36,30.33,-13.11,-7.58,49.46
Prone,-0.03,0.24,-0.99,-0.73,3.91,-21.12,-14.7,-7.01,49.88
Prone,-0.02,0.26,-0.98,-3.78,12.27,-77.33,-9.97,-8.94,49.51
Prone,-0.06,0.22,-0.94,-1.89,9.58,-62.99,-2.15,-11.61,50.52
Prone,-0.05,0.22,-0.95,-4.46,13.12,-83.01,1.77,-11.41,50.71
Prone,-0.04,0.07,-1.04,5.8,-8.73,74.1,10.99,-5.57,51.43
Prone,-0.16,0.1,-0.95,3.42,7.93,40.16,6.75,-6.56,52.51
Prone,-0.08,0.16,-0.97,-2.38,11.05,3.17,4.15,-7.52,54.09
Prone,-0.15,0.05,-1.03,-20.08,6.41,-33.57,4.08,-7.89,53.64
Prone,-0.18,0.04,-1.03,-37.6,16.42,-33.87,4.82,-6.51,52.94
Prone,-0.3,-0.08,-1.03,-37.6,16.42,-18.25,4.82,-6.51,52.94
Prone,-0.17,0.19,-0.92,-48.4,24.72,-26.86,4.82,-6.51,52.94
Prone,-0.24,0.08,-0.95,-29.24,15.5,-21.48,4.82,-6.51,52.94
Prone,-0.21,0.08,-1,1.65,3.6,-15.87,15.11,4.76,54.58
Prone,-0.16,0.06,-0.97,4.76,3.6,-15.87,15.11,4.76,54.58
Prone,0.07,0.16,-1.03,7.45,1.95,-38.27,15.11,4.76,54.58
Prone,-0.03,0,-0.93,19.35,14.4,-12.45,14.54,4.88,53.92
Prone,-0.02,0.08,-0.95,-0.79,15.38,-65.67,7.73,20.29,56.41
Prone,-0.06,-0.01,-1.04,-0.61,5.25,-30.58,0.93,26.55,56.85
Prone,-0.09,0.15,-0.97,-4.82,3.11,-34.55,0.93,26.55,56.85
Prone,-0.08,0.08,-1.02,-6.47,-0.24,-35.28,0.93,26.55,56.85
Prone,-0.08,0.08,-1.08,-3.05,2.2,-35.77,0.93,26.55,56.85
Prone,-0.11,-0.05,-1.01,0.24,3.72,-6.1,-7.96,33.35,52.42
Prone,-0.06,-0.01,-0.99,3.6,0.24,1.77,-8.52,32.2,52.94
Prone,-0.11,0.03,-0.99,-0.61,0.55,2.75,-7.1,32.39,52.82
Prone,-0.29,0.26,-1.01,21.79,-6.1,73.67,-2.81,29.88,54.58
Prone,-0.14,0.14,-1.04,11.05,-7.69,65.61,-0.42,27.98,55.11
Prone,-0.03,0.07,-0.99,11.17,-8.42,62.32,-0.42,27.98,55.11
Prone,0.09,0,-0.97,18.19,-6.35,84.84,5.2,26.18,56.95
Prone,0.04,0.09,-1.04,1.83,-3.3,32.53,12.98,14.6,60.21
Prone,0.04,0.08,-1.07,3.91,-5.55,46.33,12.78,13.75,59.66
Prone,0,0.15,-1.03,2.38,-4.03,39.55,9.07,3.26,61.58
Prone,0.1,0.17,-0.97,1.46,-3.6,35.16,5,1.67,61.07
Prone,-0.04,0.17,-0.96,2.01,-1.83,20.87,-0.84,5.79,64.79
Prone,-0.01,0.12,-1.03,0.61,-1.89,22.58,1.66,7.13,66.82
Prone,0.02,0.1,-0.98,2.08,-3.05,22.83,1.66,7.13,66.82
Prone,-0.02,0.13,-0.96,5.74,-5.49,42.97,-0.05,1.51,62.84
Prone,-0.08,0.21,-1.01,1.59,-2.56,24.41,-6.35,1.9,66.3
Prone,-0.16,0.21,-1.01,0.49,-2.08,27.34,-6.6,3.31,66.64
Prone,-0.03,0.17,-0.96,2.32,-3.6,24.54,-6.6,3.31,66.64
Prone,-0.13,0.19,-1.03,0.67,-1.4,22.22,-5.97,3.19,66.71
Prone,0.05,0.12,-1.04,0.55,-1.95,17.33,-5.35,4.59,66.03
Prone,-0.09,0.32,-1.03,1.46,-2.32,32.23,-1,2.71,59.73
Prone,-0.11,0.23,-1.01,0.43,-3.05,27.16,0.79,1.37,52.78
Prone,-0.16,0.23,-0.98,1.4,-1.34,15.69,-1.26,-5.44,37.48
Prone,-0.23,0.27,-0.99,-0.12,3.6,-4.46,-2.47,-5.97,37.11
Prone,-0.14,0.18,-1.02,-11.41,5.8,-67.57,-2.26,-6.51,37.41
Prone,-0.14,0.19,-1,-2.44,12.33,-80.75,-2.26,-6.51,37.41
Prone,-0.19,0.23,-0.97,6.1,18.31,-92.22,-2.26,-6.51,37.41
Prone,-0.19,0.19,-0.93,1.83,19.1,-102.05,-2.26,-7.69,37.65
Prone,-0.12,0.21,-0.96,-7.51,9.58,-101.26,-0.17,-7.69,37.65
Prone,-0.04,0.33,-1,-0.55,-3.97,-109.62,2.17,-6.79,38.49
Prone,-0.01,0.26,-1,-2.44,11.29,-88.38,2.17,-6.79,38.49
Prone,-0.06,0.34,-0.97,2.38,-3.23,26.06,4.85,-6.03,41.02
Prone,-0.04,0.16,-1.03,1.53,-0.31,0.79,4.16,-6.7,41.64
Prone,-0.04,0.18,-0.97,0.79,0.12,1.28,4.35,-6.65,39.38
Prone,-0.08,-0.04,-1.04,-3.91,3.11,20.32,3.74,-7.37,41.05
Prone,-0.07,0.18,-1.01,2.56,-3.36,32.84,2.91,-9.84,40.86
Prone,-0.19,-0.08,-1.01,-0.92,2.32,-10.5,-0.54,-13.1,43.62
Prone,0.06,0.12,-1.08,-4.15,12.02,-62.56,-1.32,-13.64,45.64
Prone,0.09,0.32,-1.01,-5.49,25.51,-29.66,-1.32,-13.64,45.64
Prone,0.05,0.36,-1,-4.94,26.18,-12.94,-1.32,-13.64,45.64
Prone,-0.01,0.28,-1.01,-5,29.97,1.95,-2.39,-13.32,46.64
Prone,-0.04,0.29,-1,-5,32.1,-0.06,-2.39,-13.32,46.64
Prone,-0.14,0.15,-1,-5.37,31.43,-5.92,-2.39,-13.32,46.64
Prone,-0.11,0.18,-0.97,-2.01,21.18,4.82,-5.97,-12.43,48.82
Prone,-0.15,0.14,-0.97,1.59,5.55,12.39,-6.95,-11.65,48.78
Prone,-0.19,0.16,-0.95,3.66,-9.46,6.41,-7.75,-11.94,48.85
Prone,-0.11,0.17,-1.01,5.13,-18.07,6.35,-7.75,-11.94,48.85
Prone,-0.1,0.2,-1.02,4.7,-13.79,9.52,-7.75,-11.94,48.85
Prone,-0.09,0.13,-1.03,1.77,4.15,12.88,-7.75,-11.94,48.85
Prone,-0.15,0.14,-0.96,1.83,8,21.85,-8.44,-11.41,48.35
Prone,-0.12,0.12,-1.03,2.32,-12.76,-20.14,-8.24,-11.88,48.44
Prone,-0.14,0.13,-1.03,-0.61,-6.35,-20.14,-8.24,-11.88,48.44
Prone,-0.15,0.22,-1,-5.92,11.6,-30.94,-8.24,-11.88,48.44
Prone,-0.19,0.21,-0.95,-0.12,-3.66,-8.42,-8.94,-11.3,49.44
Prone,-0.23,0.11,-0.98,2.81,-12.45,-1.04,-8.94,-11.3,49.44
Prone,-0.2,0.16,-0.97,3.23,-12.51,4.15,-7.9,-11.95,48.73
Prone,-0.13,0.14,-0.96,4.15,-12.57,7.87,-7.9,-11.95,48.73
Prone,-0.14,0.19,-0.95,5.49,-15.99,14.4,-7.9,-11.95,48.73
Prone,-0.15,0.2,-0.94,6.71,-20.02,19.96,-7.9,-11.95,48.73
Prone,-0.14,0.21,-0.99,8.48,-27.95,26.31,-7.9,-11.95,48.73
Prone,-0.04,0.13,-1.05,7.08,-23.25,-4.7,-8.11,-11.87,49.39
Prone,-0.12,0.1,-1.02,2.56,-11.6,-4.7,-8.11,-11.87,49.39
Prone,-0.05,0.18,-0.95,0.55,-5.86,-15.08,-8.22,-11.96,49.91
Prone,-0.11,0.24,-0.96,2.62,-16.05,-11.35,-8.22,-11.96,49.91
Prone,-0.18,0.26,-1,4.88,-23.01,-1.59,-8.22,-11.96,49.91
Prone,-0.18,0.22,-1.04,6.23,-21.61,22.46,-8.15,-11.46,48.56
Prone,-0.07,0.2,-1.03,6.1,-7.57,49.87,-8.15,-11.46,48.56
Prone,0,0.19,-1.02,4.27,2.93,50.17,-8.15,-11.46,48.56
Prone,0,0.17,-1.01,1.59,12.45,33.63,-8.15,-11.46,48.56
Prone,-0.14,0.14,-0.97,-1.59,16.48,3.54,-8.95,-11.43,50.12
Prone,-0.11,0.16,-0.96,-1.22,11.84,4.76,-8.95,-11.43,50.12
Prone,-0.06,0.17,-0.83,3.05,-7.02,4.39,-9.22,-11.35,49.38
Prone,-0.1,0.14,-0.95,5.92,-29.05,-2.38,-9.22,-11.35,49.38
Prone,-0.01,0.22,-1.12,8.06,-40.71,-10.56,-6.93,-11.15,49.6
Prone,-0.04,0.17,-1.02,10.01,-7.51,-0.98,-7.43,-11.35,50.5
Prone,-0.04,0.24,-1.04,20.63,-16.48,-4.39,-7.43,-11.35,50.5
Prone,-0.04,0.27,-0.98,24.48,-18.92,-12.88,-7.43,-11.35,50.5
Prone,-0.02,0.22,-1.01,29.6,-19.9,-37.78,-6.41,-11.94,50.12
Prone,-0.03,0.26,-1.01,30.7,-19.53,-45.04,-6.41,-11.94,50.12
Prone,-0.09,0.22,-1,35.58,-21.36,-53.1,-6.41,-11.94,50.12
Prone,-0.26,0.07,-0.68,32.35,-11.54,-58.96,-3.41,-13.51,49.3
Prone,0.1,0.19,-0.98,0.37,3.97,-13,-2.91,-13.15,49.76
Prone,0.06,0.23,-0.98,1.16,4.82,-17.64,-2.62,-13.11,49.24
Prone,0.1,0.22,-0.98,0.85,4.58,-17.64,-2.33,-13.26,50.04
Prone,0.07,0.23,-0.98,0.73,3.54,-12.76,-2.33,-13.26,50.04
Prone,0.04,0.21,-0.95,0.61,3.66,-12.39,-2.33,-13.26,50.04
Prone,-0.24,0.29,-0.92,-0.37,4.21,-12.82,-1.73,-12.72,49.44
Prone,-0.01,0.31,-1.04,-1.4,8.48,-27.1,-1.73,-12.72,49.44
Prone,0.09,0.22,-1.02,-0.18,9.46,-36.8,-1.73,-12.72,49.44
Prone,-0.02,0.14,-0.93,1.83,7.2,-32.96,-1.73,-12.72,49.44
Prone,-0.03,0.27,-0.91,0.79,8.79,-37.84,-1.57,-12.81,48.55
Prone,0.08,0.28,-1.01,-0.43,11.05,-38.7,-1.57,-12.81,48.55
Prone,0.08,0.22,-0.99,0.43,9.34,-38.7,-1.57,-12.81,48.55
Prone,0.11,0.25,-0.96,0.43,7.63,-31.56,-0.39,-12.63,49.8
Prone,0.08,0.19,-0.96,-0.12,6.23,-23.25,-0.39,-12.63,49.8
Prone,0.04,0.21,-1.02,0,4.82,-16.6,-0.39,-12.63,49.8
Prone,0,0.3,-0.97,0.67,11.05,-48.4,-0.21,-12.46,49.29
Prone,0.32,0.34,-1.05,-2.32,9.22,-27.16,-0.21,-12.46,49.29
Prone,0.14,0.38,-0.92,0.61,1.28,-2.75,-0.21,-12.46,49.29
Prone,0.14,0.25,-0.98,-0.49,1.22,0.79,-0.26,-11.89,48.49
Prone,0.03,0.25,-0.98,-0.55,1.16,1.22,-0.26,-11.89,48.49
Prone,0.01,0.23,-0.96,0.55,-1.46,11.41,-0.37,-12.27,49.61
Prone,0.01,0.24,-0.96,-1.46,-2.69,26.06,-0.51,-12.16,49.35
Prone,0.02,0.24,-0.96,-4.27,-0.18,25.82,-0.51,-12.16,49.35
Prone,0.03,0.18,-0.96,-7.51,2.38,27.71,-0.51,-12.16,49.35
Prone,0.01,0.25,-1.01,-11.84,2.2,54.87,-1.14,-11.93,50.56
Prone,-0.01,0.27,-1,-7.2,0.24,45.1,-1.14,-11.93,50.56
Prone,0.03,0.21,-1.01,2.93,-1.95,3.66,-3.17,-10.78,51.28
Prone,0,0.21,-1.04,2.44,-1.04,0.67,-2.5,-11.54,50.32
Prone,-0.01,0.21,-1.03,7.81,-5.25,-0.31,-2.5,-11.54,50.32
Prone,0.01,0.22,-0.74,18.37,-14.47,-0.79,-2.27,-12.22,50.18
Prone,0.07,0.19,-0.72,4.7,-3.48,5.98,-2.27,-12.22,50.18
Prone,0.08,0.25,-0.94,4.7,-3.48,5.98,-2.27,-12.22,50.18
Prone,0.08,0.2,-0.97,0.79,-2.08,15.87,-2.27,-12.22,50.18
Prone,0.06,0.2,-0.99,1.46,-0.24,2.75,-2.19,-12.57,50.13
Prone,-0.11,0.4,-0.94,1.04,0.61,0.67,-2.58,-12.81,49.85
Prone,-0.02,0.3,-0.97,0.85,1.59,-2.32,-2.58,-12.81,49.85
Prone,-0.01,0.3,-0.96,0.73,3.11,-9.09,-2.58,-12.81,49.85
Prone,0.04,0.23,-1.01,0.61,7.63,-30.76,-3.05,-11.94,49.07
Prone,-0.06,0.27,-0.97,0.98,7.32,-28.93,-1.7,-12.17,49.79
Prone,-0.09,0.3,-0.95,0.73,9.22,-38.15,-1.7,-12.17,49.79
Prone,0.1,0.21,-0.98,0.92,11.47,-47.85,-1.7,-12.17,49.79
Prone,0.14,0.16,-1.02,0.43,11.29,-46.45,-1.7,-12.17,49.79
Prone,0.05,0.2,-0.98,0.43,8.48,-34.3,-1.7,-12.17,49.79
Prone,0.02,0.26,-0.98,0.18,2.56,-7.51,-0.45,-12.16,50.16
Prone,-0.01,0.22,-0.99,0.06,3.78,-16.54,-0.43,-12.65,49.94
Prone,0.08,0.22,-0.98,0.37,4.52,-16.54,-0.43,-12.65,49.94
Prone,0.08,0.25,-0.97,0.43,3.6,-12.7,-0.43,-12.65,49.94
Prone,-0.01,0.33,-1,-0.67,3.3,-6.77,-0.02,-12.48,50.31
Prone,-0.02,0.22,-1,-23.86,26.79,-20.26,-0.34,-11.44,48.78
Prone,-0.01,0.32,-1.03,-21.3,24.48,-19.1,-0.34,-11.44,48.78
Prone,0,0.2,-1.03,-11.11,13.43,-10.56,-0.34,-11.44,48.78
Prone,-0.01,0.2,-0.94,-20.51,19.65,4.27,-0.54,-11.12,51.26
Prone,-0.02,0.26,-0.93,-27.59,27.22,1.46,-0.54,-11.12,51.26
Prone,-0.13,0.15,-1.04,-26.31,27.59,-28.87,-1.23,-10.61,50.46
Prone,-0.08,0.1,-0.97,4.76,-10.62,81.73,-3.22,-10.96,51.17
Prone,-0.04,0.15,-1.03,6.41,-13.98,108.22,-3.22,-10.96,51.17
Prone,-0.05,0.03,-0.97,7.81,-16.3,117,-4.46,-10.55,51.05
Prone,0.03,0.38,-0.97,7.93,-15.08,106.75,-4.46,-10.55,51.05
Prone,-0.22,0.21,-0.98,4.94,-10.56,82.76,-7.25,-10.67,50.38
Prone,-0.08,0.18,-1.02,4.94,-9.09,72.33,-10.4,-9.67,50.35
Prone,0.2,0.31,-1,5.31,-8,59.94,-10.4,-9.67,50.35
Prone,0.01,0.38,-0.95,2.5,-4.7,42.66,-10.4,-9.67,50.35
Prone,-0.09,0.21,-1,3.66,-6.41,52.31,-14.47,-8.4,50.48
Prone,0.08,0.24,-0.97,4.82,-11.6,86.43,-16.14,-7.68,49.71
Prone,0.05,0.24,-1.01,5.8,-12.51,87.77,-16.14,-7.68,49.71
Prone,-0.18,0.1,-0.92,6.35,-12.88,93.99,-22.23,-1.99,50.82
Prone,-0.17,0.23,-0.94,4.21,-10.13,80.87,-22.23,-1.99,50.82
Prone,-0.17,0.26,-0.95,3.66,-8.79,73.43,-22.23,-1.99,50.82
Prone,-0.2,0.27,-0.95,3.3,-7.63,66.71,-22.23,-1.99,50.82
Prone,-0.1,0.19,-0.97,3.54,-7.63,59.02,-23.05,0.05,50.74
Prone,-0.12,0.23,-0.96,3.05,-6.9,54.99,-23.05,0.05,50.74
Prone,-0.06,0.29,-0.96,2.62,-6.1,51.88,-23.05,0.05,50.74
Prone,0,0.31,-0.95,2.56,-5.68,52.37,-23.05,0.05,50.74
Prone,0.04,0.37,-0.99,1.95,-4.82,52.43,-23.05,0.05,50.74
Prone,-0.03,0.11,-1.04,3.23,-6.84,63.72,-23.86,1.25,51.32
Prone,-0.14,0.18,-1,4.39,-7.14,54.38,-25.82,4.88,50.92
Prone,-0.06,0.17,-1.03,5.13,-9.95,75.99,-25.82,4.88,50.92
Prone,-0.18,0.19,-1,7.51,-13.85,82.89,-25.76,7.12,52.53
Prone,-0.21,0.17,-0.99,5.8,-10.07,57.19,-25.76,7.12,52.53
Prone,-0.15,0.19,-1,3.05,-6.65,55.05,-25.77,9.24,52.11
Prone,-0.15,0.25,-0.97,3.3,-6.84,56.95,-25.77,9.24,52.11
Prone,-0.09,0.25,-0.97,3.3,-7.75,62.87,-24.89,11.19,52.88
